sequence;now;first;second;third;fourth;fifth
4442;2007/11/0510:44:43.4442;12.4786;undeuxtroisquatrecinq;0304/12/0500:00:00.4441;Y;16786
4443;2007/11/0510:44:43.4443;12.4787;undeuxtroisquatrecinq;0304/12/0500:00:00.4442;Y;16787
4444;2007/11/0510:44:43.4444;12.4788;undeuxtroisquatrecinq;0304/12/0500:00:00.4443;Y;16788
4445;2007/11/0510:44:43.4445;12.4789;undeuxtroisquatrecinq;0304/12/0500:00:00.4444;Y;16789
4446;2007/11/0510:44:43.4446;12.4790;undeuxtroisquatrecinq;0304/12/0500:00:00.4445;Y;16790
4447;2007/11/0510:44:43.4447;12.4791;undeuxtroisquatrecinq;0304/12/0500:00:00.4446;Y;16791
4448;2007/11/0510:44:43.4448;12.4792;undeuxtroisquatrecinq;0304/12/0500:00:00.4447;Y;16792
4449;2007/11/0510:44:43.4449;12.4793;undeuxtroisquatrecinq;0304/12/0500:00:00.4448;Y;16793
4450;2007/11/0510:44:43.4450;12.4794;undeuxtroisquatrecinq;0304/12/0500:00:00.4449;Y;16794
4451;2007/11/0510:44:43.4451;12.4795;undeuxtroisquatrecinq;0304/12/0500:00:00.4450;Y;16795
4452;2007/11/0510:44:43.4452;12.4796;undeuxtroisquatrecinq;0304/12/0500:00:00.4451;Y;16796
4453;2007/11/0510:44:43.4453;12.4797;undeuxtroisquatrecinq;0304/12/0500:00:00.4452;Y;16797
4454;2007/11/0510:44:43.4454;12.4798;undeuxtroisquatrecinq;0304/12/0500:00:00.4453;Y;16798
4455;2007/11/0510:44:43.4455;12.4799;undeuxtroisquatrecinq;0304/12/0500:00:00.4454;Y;16799
4456;2007/11/0510:44:43.4456;12.4800;undeuxtroisquatrecinq;0304/12/0500:00:00.4455;Y;16800
4457;2007/11/0510:44:43.4457;12.4801;undeuxtroisquatrecinq;0304/12/0500:00:00.4456;Y;16801
4458;2007/11/0510:44:43.4458;12.4802;undeuxtroisquatrecinq;0304/12/0500:00:00.4457;Y;16802
4459;2007/11/0510:44:43.4459;12.4803;undeuxtroisquatrecinq;0304/12/0500:00:00.4458;Y;16803
4460;2007/11/0510:44:43.4460;12.4804;undeuxtroisquatrecinq;0304/12/0500:00:00.4459;Y;16804
4461;2007/11/0510:44:43.4461;12.4805;undeuxtroisquatrecinq;0304/12/0500:00:00.4460;Y;16805
4462;2007/11/0510:44:43.4462;12.4806;undeuxtroisquatrecinq;0304/12/0500:00:00.4461;Y;16806
4463;2007/11/0510:44:43.4463;12.4807;undeuxtroisquatrecinq;0304/12/0500:00:00.4462;Y;16807
4464;2007/11/0510:44:43.4464;12.4808;undeuxtroisquatrecinq;0304/12/0500:00:00.4463;Y;16808
4465;2007/11/0510:44:43.4465;12.4809;undeuxtroisquatrecinq;0304/12/0500:00:00.4464;Y;16809
4466;2007/11/0510:44:43.4466;12.4810;undeuxtroisquatrecinq;0304/12/0500:00:00.4465;Y;16810
4467;2007/11/0510:44:43.4467;12.4811;undeuxtroisquatrecinq;0304/12/0500:00:00.4466;Y;16811
4468;2007/11/0510:44:43.4468;12.4812;undeuxtroisquatrecinq;0304/12/0500:00:00.4467;Y;16812
4469;2007/11/0510:44:43.4469;12.4813;undeuxtroisquatrecinq;0304/12/0500:00:00.4468;Y;16813
4470;2007/11/0510:44:43.4470;12.4814;undeuxtroisquatrecinq;0304/12/0500:00:00.4469;Y;16814
4471;2007/11/0510:44:43.4471;12.4815;undeuxtroisquatrecinq;0304/12/0500:00:00.4470;Y;16815
4472;2007/11/0510:44:43.4472;12.4816;undeuxtroisquatrecinq;0304/12/0500:00:00.4471;Y;16816
4473;2007/11/0510:44:43.4473;12.4817;undeuxtroisquatrecinq;0304/12/0500:00:00.4472;Y;16817
4474;2007/11/0510:44:43.4474;12.4818;undeuxtroisquatrecinq;0304/12/0500:00:00.4473;Y;16818
4475;2007/11/0510:44:43.4475;12.4819;undeuxtroisquatrecinq;0304/12/0500:00:00.4474;Y;16819
4476;2007/11/0510:44:43.4476;12.4820;undeuxtroisquatrecinq;0304/12/0500:00:00.4475;Y;16820
4477;2007/11/0510:44:43.4477;12.4821;undeuxtroisquatrecinq;0304/12/0500:00:00.4476;Y;16821
4478;2007/11/0510:44:43.4478;12.4822;undeuxtroisquatrecinq;0304/12/0500:00:00.4477;Y;16822
4479;2007/11/0510:44:43.4479;12.4823;undeuxtroisquatrecinq;0304/12/0500:00:00.4478;Y;16823
4480;2007/11/0510:44:43.4480;12.4824;undeuxtroisquatrecinq;0304/12/0500:00:00.4479;Y;16824
4481;2007/11/0510:44:43.4481;12.4825;undeuxtroisquatrecinq;0304/12/0500:00:00.4480;Y;16825
4482;2007/11/0510:44:43.4482;12.4826;undeuxtroisquatrecinq;0304/12/0500:00:00.4481;Y;16826
4483;2007/11/0510:44:43.4483;12.4827;undeuxtroisquatrecinq;0304/12/0500:00:00.4482;Y;16827
4484;2007/11/0510:44:43.4484;12.4828;undeuxtroisquatrecinq;0304/12/0500:00:00.4483;Y;16828
4485;2007/11/0510:44:43.4485;12.4829;undeuxtroisquatrecinq;0304/12/0500:00:00.4484;Y;16829
4486;2007/11/0510:44:43.4486;12.4830;undeuxtroisquatrecinq;0304/12/0500:00:00.4485;Y;16830
4487;2007/11/0510:44:43.4487;12.4831;undeuxtroisquatrecinq;0304/12/0500:00:00.4486;Y;16831
4488;2007/11/0510:44:43.4488;12.4832;undeuxtroisquatrecinq;0304/12/0500:00:00.4487;Y;16832
4489;2007/11/0510:44:43.4489;12.4833;undeuxtroisquatrecinq;0304/12/0500:00:00.4488;Y;16833
4490;2007/11/0510:44:43.4490;12.4834;undeuxtroisquatrecinq;0304/12/0500:00:00.4489;Y;16834
4491;2007/11/0510:44:43.4491;12.4835;undeuxtroisquatrecinq;0304/12/0500:00:00.4490;Y;16835
4492;2007/11/0510:44:43.4492;12.4836;undeuxtroisquatrecinq;0304/12/0500:00:00.4491;Y;16836
4493;2007/11/0510:44:43.4493;12.4837;undeuxtroisquatrecinq;0304/12/0500:00:00.4492;Y;16837
4494;2007/11/0510:44:43.4494;12.4838;undeuxtroisquatrecinq;0304/12/0500:00:00.4493;Y;16838
4495;2007/11/0510:44:43.4495;12.4839;undeuxtroisquatrecinq;0304/12/0500:00:00.4494;Y;16839
4496;2007/11/0510:44:43.4496;12.4840;undeuxtroisquatrecinq;0304/12/0500:00:00.4495;Y;16840
4497;2007/11/0510:44:43.4497;12.4841;undeuxtroisquatrecinq;0304/12/0500:00:00.4496;Y;16841
4498;2007/11/0510:44:43.4498;12.4842;undeuxtroisquatrecinq;0304/12/0500:00:00.4497;Y;16842
4499;2007/11/0510:44:43.4499;12.4843;undeuxtroisquatrecinq;0304/12/0500:00:00.4498;Y;16843
4500;2007/11/0510:44:43.4500;12.4844;undeuxtroisquatrecinq;0304/12/0500:00:00.4499;Y;16844
4501;2007/11/0510:44:43.4501;12.4845;undeuxtroisquatrecinq;0304/12/0500:00:00.4500;Y;16845
4502;2007/11/0510:44:43.4502;12.4846;undeuxtroisquatrecinq;0304/12/0500:00:00.4501;Y;16846
4503;2007/11/0510:44:43.4503;12.4847;undeuxtroisquatrecinq;0304/12/0500:00:00.4502;Y;16847
4504;2007/11/0510:44:43.4504;12.4848;undeuxtroisquatrecinq;0304/12/0500:00:00.4503;Y;16848
4505;2007/11/0510:44:43.4505;12.4849;undeuxtroisquatrecinq;0304/12/0500:00:00.4504;Y;16849
4506;2007/11/0510:44:43.4506;12.4850;undeuxtroisquatrecinq;0304/12/0500:00:00.4505;Y;16850
4507;2007/11/0510:44:43.4507;12.4851;undeuxtroisquatrecinq;0304/12/0500:00:00.4506;Y;16851
4508;2007/11/0510:44:43.4508;12.4852;undeuxtroisquatrecinq;0304/12/0500:00:00.4507;Y;16852
4509;2007/11/0510:44:43.4509;12.4853;undeuxtroisquatrecinq;0304/12/0500:00:00.4508;Y;16853
4510;2007/11/0510:44:43.4510;12.4854;undeuxtroisquatrecinq;0304/12/0500:00:00.4509;Y;16854
4511;2007/11/0510:44:43.4511;12.4855;undeuxtroisquatrecinq;0304/12/0500:00:00.4510;Y;16855
4512;2007/11/0510:44:43.4512;12.4856;undeuxtroisquatrecinq;0304/12/0500:00:00.4511;Y;16856
4513;2007/11/0510:44:43.4513;12.4857;undeuxtroisquatrecinq;0304/12/0500:00:00.4512;Y;16857
4514;2007/11/0510:44:43.4514;12.4858;undeuxtroisquatrecinq;0304/12/0500:00:00.4513;Y;16858
4515;2007/11/0510:44:43.4515;12.4859;undeuxtroisquatrecinq;0304/12/0500:00:00.4514;Y;16859
4516;2007/11/0510:44:43.4516;12.4860;undeuxtroisquatrecinq;0304/12/0500:00:00.4515;Y;16860
4517;2007/11/0510:44:43.4517;12.4861;undeuxtroisquatrecinq;0304/12/0500:00:00.4516;Y;16861
4518;2007/11/0510:44:43.4518;12.4862;undeuxtroisquatrecinq;0304/12/0500:00:00.4517;Y;16862
4519;2007/11/0510:44:43.4519;12.4863;undeuxtroisquatrecinq;0304/12/0500:00:00.4518;Y;16863
4520;2007/11/0510:44:43.4520;12.4864;undeuxtroisquatrecinq;0304/12/0500:00:00.4519;Y;16864
4521;2007/11/0510:44:43.4521;12.4865;undeuxtroisquatrecinq;0304/12/0500:00:00.4520;Y;16865
4522;2007/11/0510:44:43.4522;12.4866;undeuxtroisquatrecinq;0304/12/0500:00:00.4521;Y;16866
4523;2007/11/0510:44:43.4523;12.4867;undeuxtroisquatrecinq;0304/12/0500:00:00.4522;Y;16867
4524;2007/11/0510:44:43.4524;12.4868;undeuxtroisquatrecinq;0304/12/0500:00:00.4523;Y;16868
4525;2007/11/0510:44:43.4525;12.4869;undeuxtroisquatrecinq;0304/12/0500:00:00.4524;Y;16869
4526;2007/11/0510:44:43.4526;12.4870;undeuxtroisquatrecinq;0304/12/0500:00:00.4525;Y;16870
4527;2007/11/0510:44:43.4527;12.4871;undeuxtroisquatrecinq;0304/12/0500:00:00.4526;Y;16871
4528;2007/11/0510:44:43.4528;12.4872;undeuxtroisquatrecinq;0304/12/0500:00:00.4527;Y;16872
4529;2007/11/0510:44:43.4529;12.4873;undeuxtroisquatrecinq;0304/12/0500:00:00.4528;Y;16873
4530;2007/11/0510:44:43.4530;12.4874;undeuxtroisquatrecinq;0304/12/0500:00:00.4529;Y;16874
4531;2007/11/0510:44:43.4531;12.4875;undeuxtroisquatrecinq;0304/12/0500:00:00.4530;Y;16875
4532;2007/11/0510:44:43.4532;12.4876;undeuxtroisquatrecinq;0304/12/0500:00:00.4531;Y;16876
4533;2007/11/0510:44:43.4533;12.4877;undeuxtroisquatrecinq;0304/12/0500:00:00.4532;Y;16877
4534;2007/11/0510:44:43.4534;12.4878;undeuxtroisquatrecinq;0304/12/0500:00:00.4533;Y;16878
4535;2007/11/0510:44:43.4535;12.4879;undeuxtroisquatrecinq;0304/12/0500:00:00.4534;Y;16879
4536;2007/11/0510:44:43.4536;12.4880;undeuxtroisquatrecinq;0304/12/0500:00:00.4535;Y;16880
4537;2007/11/0510:44:43.4537;12.4881;undeuxtroisquatrecinq;0304/12/0500:00:00.4536;Y;16881
4538;2007/11/0510:44:43.4538;12.4882;undeuxtroisquatrecinq;0304/12/0500:00:00.4537;Y;16882
4539;2007/11/0510:44:43.4539;12.4883;undeuxtroisquatrecinq;0304/12/0500:00:00.4538;Y;16883
4540;2007/11/0510:44:43.4540;12.4884;undeuxtroisquatrecinq;0304/12/0500:00:00.4539;Y;16884
4541;2007/11/0510:44:43.4541;12.4885;undeuxtroisquatrecinq;0304/12/0500:00:00.4540;Y;16885
4542;2007/11/0510:44:43.4542;12.4886;undeuxtroisquatrecinq;0304/12/0500:00:00.4541;Y;16886
4543;2007/11/0510:44:43.4543;12.4887;undeuxtroisquatrecinq;0304/12/0500:00:00.4542;Y;16887
4544;2007/11/0510:44:43.4544;12.4888;undeuxtroisquatrecinq;0304/12/0500:00:00.4543;Y;16888
4545;2007/11/0510:44:43.4545;12.4889;undeuxtroisquatrecinq;0304/12/0500:00:00.4544;Y;16889
4546;2007/11/0510:44:43.4546;12.4890;undeuxtroisquatrecinq;0304/12/0500:00:00.4545;Y;16890
4547;2007/11/0510:44:43.4547;12.4891;undeuxtroisquatrecinq;0304/12/0500:00:00.4546;Y;16891
4548;2007/11/0510:44:43.4548;12.4892;undeuxtroisquatrecinq;0304/12/0500:00:00.4547;Y;16892
4549;2007/11/0510:44:43.4549;12.4893;undeuxtroisquatrecinq;0304/12/0500:00:00.4548;Y;16893
4550;2007/11/0510:44:43.4550;12.4894;undeuxtroisquatrecinq;0304/12/0500:00:00.4549;Y;16894
4551;2007/11/0510:44:43.4551;12.4895;undeuxtroisquatrecinq;0304/12/0500:00:00.4550;Y;16895
4552;2007/11/0510:44:43.4552;12.4896;undeuxtroisquatrecinq;0304/12/0500:00:00.4551;Y;16896
4553;2007/11/0510:44:43.4553;12.4897;undeuxtroisquatrecinq;0304/12/0500:00:00.4552;Y;16897
4554;2007/11/0510:44:43.4554;12.4898;undeuxtroisquatrecinq;0304/12/0500:00:00.4553;Y;16898
4555;2007/11/0510:44:43.4555;12.4899;undeuxtroisquatrecinq;0304/12/0500:00:00.4554;Y;16899
4556;2007/11/0510:44:43.4556;12.4900;undeuxtroisquatrecinq;0304/12/0500:00:00.4555;Y;16900
4557;2007/11/0510:44:43.4557;12.4901;undeuxtroisquatrecinq;0304/12/0500:00:00.4556;Y;16901
4558;2007/11/0510:44:43.4558;12.4902;undeuxtroisquatrecinq;0304/12/0500:00:00.4557;Y;16902
4559;2007/11/0510:44:43.4559;12.4903;undeuxtroisquatrecinq;0304/12/0500:00:00.4558;Y;16903
4560;2007/11/0510:44:43.4560;12.4904;undeuxtroisquatrecinq;0304/12/0500:00:00.4559;Y;16904
4561;2007/11/0510:44:43.4561;12.4905;undeuxtroisquatrecinq;0304/12/0500:00:00.4560;Y;16905
4562;2007/11/0510:44:43.4562;12.4906;undeuxtroisquatrecinq;0304/12/0500:00:00.4561;Y;16906
4563;2007/11/0510:44:43.4563;12.4907;undeuxtroisquatrecinq;0304/12/0500:00:00.4562;Y;16907
4564;2007/11/0510:44:43.4564;12.4908;undeuxtroisquatrecinq;0304/12/0500:00:00.4563;Y;16908
4565;2007/11/0510:44:43.4565;12.4909;undeuxtroisquatrecinq;0304/12/0500:00:00.4564;Y;16909
4566;2007/11/0510:44:43.4566;12.4910;undeuxtroisquatrecinq;0304/12/0500:00:00.4565;Y;16910
4567;2007/11/0510:44:43.4567;12.4911;undeuxtroisquatrecinq;0304/12/0500:00:00.4566;Y;16911
4568;2007/11/0510:44:43.4568;12.4912;undeuxtroisquatrecinq;0304/12/0500:00:00.4567;Y;16912
4569;2007/11/0510:44:43.4569;12.4913;undeuxtroisquatrecinq;0304/12/0500:00:00.4568;Y;16913
4570;2007/11/0510:44:43.4570;12.4914;undeuxtroisquatrecinq;0304/12/0500:00:00.4569;Y;16914
4571;2007/11/0510:44:43.4571;12.4915;undeuxtroisquatrecinq;0304/12/0500:00:00.4570;Y;16915
4572;2007/11/0510:44:43.4572;12.4916;undeuxtroisquatrecinq;0304/12/0500:00:00.4571;Y;16916
4573;2007/11/0510:44:43.4573;12.4917;undeuxtroisquatrecinq;0304/12/0500:00:00.4572;Y;16917
4574;2007/11/0510:44:43.4574;12.4918;undeuxtroisquatrecinq;0304/12/0500:00:00.4573;Y;16918
4575;2007/11/0510:44:43.4575;12.4919;undeuxtroisquatrecinq;0304/12/0500:00:00.4574;Y;16919
4576;2007/11/0510:44:43.4576;12.4920;undeuxtroisquatrecinq;0304/12/0500:00:00.4575;Y;16920
4577;2007/11/0510:44:43.4577;12.4921;undeuxtroisquatrecinq;0304/12/0500:00:00.4576;Y;16921
4578;2007/11/0510:44:43.4578;12.4922;undeuxtroisquatrecinq;0304/12/0500:00:00.4577;Y;16922
4579;2007/11/0510:44:43.4579;12.4923;undeuxtroisquatrecinq;0304/12/0500:00:00.4578;Y;16923
4580;2007/11/0510:44:43.4580;12.4924;undeuxtroisquatrecinq;0304/12/0500:00:00.4579;Y;16924
4581;2007/11/0510:44:43.4581;12.4925;undeuxtroisquatrecinq;0304/12/0500:00:00.4580;Y;16925
4582;2007/11/0510:44:43.4582;12.4926;undeuxtroisquatrecinq;0304/12/0500:00:00.4581;Y;16926
4583;2007/11/0510:44:43.4583;12.4927;undeuxtroisquatrecinq;0304/12/0500:00:00.4582;Y;16927
4584;2007/11/0510:44:43.4584;12.4928;undeuxtroisquatrecinq;0304/12/0500:00:00.4583;Y;16928
4585;2007/11/0510:44:43.4585;12.4929;undeuxtroisquatrecinq;0304/12/0500:00:00.4584;Y;16929
4586;2007/11/0510:44:43.4586;12.4930;undeuxtroisquatrecinq;0304/12/0500:00:00.4585;Y;16930
4587;2007/11/0510:44:43.4587;12.4931;undeuxtroisquatrecinq;0304/12/0500:00:00.4586;Y;16931
4588;2007/11/0510:44:43.4588;12.4932;undeuxtroisquatrecinq;0304/12/0500:00:00.4587;Y;16932
4589;2007/11/0510:44:43.4589;12.4933;undeuxtroisquatrecinq;0304/12/0500:00:00.4588;Y;16933
4590;2007/11/0510:44:43.4590;12.4934;undeuxtroisquatrecinq;0304/12/0500:00:00.4589;Y;16934
4591;2007/11/0510:44:43.4591;12.4935;undeuxtroisquatrecinq;0304/12/0500:00:00.4590;Y;16935
4592;2007/11/0510:44:43.4592;12.4936;undeuxtroisquatrecinq;0304/12/0500:00:00.4591;Y;16936
4593;2007/11/0510:44:43.4593;12.4937;undeuxtroisquatrecinq;0304/12/0500:00:00.4592;Y;16937
4594;2007/11/0510:44:43.4594;12.4938;undeuxtroisquatrecinq;0304/12/0500:00:00.4593;Y;16938
4595;2007/11/0510:44:43.4595;12.4939;undeuxtroisquatrecinq;0304/12/0500:00:00.4594;Y;16939
4596;2007/11/0510:44:43.4596;12.4940;undeuxtroisquatrecinq;0304/12/0500:00:00.4595;Y;16940
4597;2007/11/0510:44:43.4597;12.4941;undeuxtroisquatrecinq;0304/12/0500:00:00.4596;Y;16941
4598;2007/11/0510:44:43.4598;12.4942;undeuxtroisquatrecinq;0304/12/0500:00:00.4597;Y;16942
4599;2007/11/0510:44:43.4599;12.4943;undeuxtroisquatrecinq;0304/12/0500:00:00.4598;Y;16943
4600;2007/11/0510:44:43.4600;12.4944;undeuxtroisquatrecinq;0304/12/0500:00:00.4599;Y;16944
4601;2007/11/0510:44:43.4601;12.4945;undeuxtroisquatrecinq;0304/12/0500:00:00.4600;Y;16945
4602;2007/11/0510:44:43.4602;12.4946;undeuxtroisquatrecinq;0304/12/0500:00:00.4601;Y;16946
4603;2007/11/0510:44:43.4603;12.4947;undeuxtroisquatrecinq;0304/12/0500:00:00.4602;Y;16947
4604;2007/11/0510:44:43.4604;12.4948;undeuxtroisquatrecinq;0304/12/0500:00:00.4603;Y;16948
4605;2007/11/0510:44:43.4605;12.4949;undeuxtroisquatrecinq;0304/12/0500:00:00.4604;Y;16949
4606;2007/11/0510:44:43.4606;12.4950;undeuxtroisquatrecinq;0304/12/0500:00:00.4605;Y;16950
4607;2007/11/0510:44:43.4607;12.4951;undeuxtroisquatrecinq;0304/12/0500:00:00.4606;Y;16951
4608;2007/11/0510:44:43.4608;12.4952;undeuxtroisquatrecinq;0304/12/0500:00:00.4607;Y;16952
4609;2007/11/0510:44:43.4609;12.4953;undeuxtroisquatrecinq;0304/12/0500:00:00.4608;Y;16953
4610;2007/11/0510:44:43.4610;12.4954;undeuxtroisquatrecinq;0304/12/0500:00:00.4609;Y;16954
4611;2007/11/0510:44:43.4611;12.4955;undeuxtroisquatrecinq;0304/12/0500:00:00.4610;Y;16955
4612;2007/11/0510:44:43.4612;12.4956;undeuxtroisquatrecinq;0304/12/0500:00:00.4611;Y;16956
4613;2007/11/0510:44:43.4613;12.4957;undeuxtroisquatrecinq;0304/12/0500:00:00.4612;Y;16957
4614;2007/11/0510:44:43.4614;12.4958;undeuxtroisquatrecinq;0304/12/0500:00:00.4613;Y;16958
4615;2007/11/0510:44:43.4615;12.4959;undeuxtroisquatrecinq;0304/12/0500:00:00.4614;Y;16959
4616;2007/11/0510:44:43.4616;12.4960;undeuxtroisquatrecinq;0304/12/0500:00:00.4615;Y;16960
4617;2007/11/0510:44:43.4617;12.4961;undeuxtroisquatrecinq;0304/12/0500:00:00.4616;Y;16961
4618;2007/11/0510:44:43.4618;12.4962;undeuxtroisquatrecinq;0304/12/0500:00:00.4617;Y;16962
4619;2007/11/0510:44:43.4619;12.4963;undeuxtroisquatrecinq;0304/12/0500:00:00.4618;Y;16963
4620;2007/11/0510:44:43.4620;12.4964;undeuxtroisquatrecinq;0304/12/0500:00:00.4619;Y;16964
4621;2007/11/0510:44:43.4621;12.4965;undeuxtroisquatrecinq;0304/12/0500:00:00.4620;Y;16965
4622;2007/11/0510:44:43.4622;12.4966;undeuxtroisquatrecinq;0304/12/0500:00:00.4621;Y;16966
4623;2007/11/0510:44:43.4623;12.4967;undeuxtroisquatrecinq;0304/12/0500:00:00.4622;Y;16967
4624;2007/11/0510:44:43.4624;12.4968;undeuxtroisquatrecinq;0304/12/0500:00:00.4623;Y;16968
4625;2007/11/0510:44:43.4625;12.4969;undeuxtroisquatrecinq;0304/12/0500:00:00.4624;Y;16969
4626;2007/11/0510:44:43.4626;12.4970;undeuxtroisquatrecinq;0304/12/0500:00:00.4625;Y;16970
4627;2007/11/0510:44:43.4627;12.4971;undeuxtroisquatrecinq;0304/12/0500:00:00.4626;Y;16971
4628;2007/11/0510:44:43.4628;12.4972;undeuxtroisquatrecinq;0304/12/0500:00:00.4627;Y;16972
4629;2007/11/0510:44:43.4629;12.4973;undeuxtroisquatrecinq;0304/12/0500:00:00.4628;Y;16973
4630;2007/11/0510:44:43.4630;12.4974;undeuxtroisquatrecinq;0304/12/0500:00:00.4629;Y;16974
4631;2007/11/0510:44:43.4631;12.4975;undeuxtroisquatrecinq;0304/12/0500:00:00.4630;Y;16975
4632;2007/11/0510:44:43.4632;12.4976;undeuxtroisquatrecinq;0304/12/0500:00:00.4631;Y;16976
4633;2007/11/0510:44:43.4633;12.4977;undeuxtroisquatrecinq;0304/12/0500:00:00.4632;Y;16977
4634;2007/11/0510:44:43.4634;12.4978;undeuxtroisquatrecinq;0304/12/0500:00:00.4633;Y;16978
4635;2007/11/0510:44:43.4635;12.4979;undeuxtroisquatrecinq;0304/12/0500:00:00.4634;Y;16979
4636;2007/11/0510:44:43.4636;12.4980;undeuxtroisquatrecinq;0304/12/0500:00:00.4635;Y;16980
4637;2007/11/0510:44:43.4637;12.4981;undeuxtroisquatrecinq;0304/12/0500:00:00.4636;Y;16981
4638;2007/11/0510:44:43.4638;12.4982;undeuxtroisquatrecinq;0304/12/0500:00:00.4637;Y;16982
4639;2007/11/0510:44:43.4639;12.4983;undeuxtroisquatrecinq;0304/12/0500:00:00.4638;Y;16983
4640;2007/11/0510:44:43.4640;12.4984;undeuxtroisquatrecinq;0304/12/0500:00:00.4639;Y;16984
4641;2007/11/0510:44:43.4641;12.4985;undeuxtroisquatrecinq;0304/12/0500:00:00.4640;Y;16985
4642;2007/11/0510:44:43.4642;12.4986;undeuxtroisquatrecinq;0304/12/0500:00:00.4641;Y;16986
4643;2007/11/0510:44:43.4643;12.4987;undeuxtroisquatrecinq;0304/12/0500:00:00.4642;Y;16987
4644;2007/11/0510:44:43.4644;12.4988;undeuxtroisquatrecinq;0304/12/0500:00:00.4643;Y;16988
4645;2007/11/0510:44:43.4645;12.4989;undeuxtroisquatrecinq;0304/12/0500:00:00.4644;Y;16989
4646;2007/11/0510:44:43.4646;12.4990;undeuxtroisquatrecinq;0304/12/0500:00:00.4645;Y;16990
4647;2007/11/0510:44:43.4647;12.4991;undeuxtroisquatrecinq;0304/12/0500:00:00.4646;Y;16991
4648;2007/11/0510:44:43.4648;12.4992;undeuxtroisquatrecinq;0304/12/0500:00:00.4647;Y;16992
4649;2007/11/0510:44:43.4649;12.4993;undeuxtroisquatrecinq;0304/12/0500:00:00.4648;Y;16993
4650;2007/11/0510:44:43.4650;12.4994;undeuxtroisquatrecinq;0304/12/0500:00:00.4649;Y;16994
4651;2007/11/0510:44:43.4651;12.4995;undeuxtroisquatrecinq;0304/12/0500:00:00.4650;Y;16995
4652;2007/11/0510:44:43.4652;12.4996;undeuxtroisquatrecinq;0304/12/0500:00:00.4651;Y;16996
4653;2007/11/0510:44:43.4653;12.4997;undeuxtroisquatrecinq;0304/12/0500:00:00.4652;Y;16997
4654;2007/11/0510:44:43.4654;12.4998;undeuxtroisquatrecinq;0304/12/0500:00:00.4653;Y;16998
4655;2007/11/0510:44:43.4655;12.4999;undeuxtroisquatrecinq;0304/12/0500:00:00.4654;Y;16999
4656;2007/11/0510:44:43.4656;12.5000;undeuxtroisquatrecinq;0304/12/0500:00:00.4655;Y;17000
4657;2007/11/0510:44:43.4657;12.5001;undeuxtroisquatrecinq;0304/12/0500:00:00.4656;Y;17001
4658;2007/11/0510:44:43.4658;12.5002;undeuxtroisquatrecinq;0304/12/0500:00:00.4657;Y;17002
4659;2007/11/0510:44:43.4659;12.5003;undeuxtroisquatrecinq;0304/12/0500:00:00.4658;Y;17003
4660;2007/11/0510:44:43.4660;12.5004;undeuxtroisquatrecinq;0304/12/0500:00:00.4659;Y;17004
4661;2007/11/0510:44:43.4661;12.5005;undeuxtroisquatrecinq;0304/12/0500:00:00.4660;Y;17005
4662;2007/11/0510:44:43.4662;12.5006;undeuxtroisquatrecinq;0304/12/0500:00:00.4661;Y;17006
4663;2007/11/0510:44:43.4663;12.5007;undeuxtroisquatrecinq;0304/12/0500:00:00.4662;Y;17007
4664;2007/11/0510:44:43.4664;12.5008;undeuxtroisquatrecinq;0304/12/0500:00:00.4663;Y;17008
4665;2007/11/0510:44:43.4665;12.5009;undeuxtroisquatrecinq;0304/12/0500:00:00.4664;Y;17009
4666;2007/11/0510:44:43.4666;12.5010;undeuxtroisquatrecinq;0304/12/0500:00:00.4665;Y;17010
4667;2007/11/0510:44:43.4667;12.5011;undeuxtroisquatrecinq;0304/12/0500:00:00.4666;Y;17011
4668;2007/11/0510:44:43.4668;12.5012;undeuxtroisquatrecinq;0304/12/0500:00:00.4667;Y;17012
4669;2007/11/0510:44:43.4669;12.5013;undeuxtroisquatrecinq;0304/12/0500:00:00.4668;Y;17013
4670;2007/11/0510:44:43.4670;12.5014;undeuxtroisquatrecinq;0304/12/0500:00:00.4669;Y;17014
4671;2007/11/0510:44:43.4671;12.5015;undeuxtroisquatrecinq;0304/12/0500:00:00.4670;Y;17015
4672;2007/11/0510:44:43.4672;12.5016;undeuxtroisquatrecinq;0304/12/0500:00:00.4671;Y;17016
4673;2007/11/0510:44:43.4673;12.5017;undeuxtroisquatrecinq;0304/12/0500:00:00.4672;Y;17017
4674;2007/11/0510:44:43.4674;12.5018;undeuxtroisquatrecinq;0304/12/0500:00:00.4673;Y;17018
4675;2007/11/0510:44:43.4675;12.5019;undeuxtroisquatrecinq;0304/12/0500:00:00.4674;Y;17019
4676;2007/11/0510:44:43.4676;12.5020;undeuxtroisquatrecinq;0304/12/0500:00:00.4675;Y;17020
4677;2007/11/0510:44:43.4677;12.5021;undeuxtroisquatrecinq;0304/12/0500:00:00.4676;Y;17021
4678;2007/11/0510:44:43.4678;12.5022;undeuxtroisquatrecinq;0304/12/0500:00:00.4677;Y;17022
4679;2007/11/0510:44:43.4679;12.5023;undeuxtroisquatrecinq;0304/12/0500:00:00.4678;Y;17023
4680;2007/11/0510:44:43.4680;12.5024;undeuxtroisquatrecinq;0304/12/0500:00:00.4679;Y;17024
4681;2007/11/0510:44:43.4681;12.5025;undeuxtroisquatrecinq;0304/12/0500:00:00.4680;Y;17025
4682;2007/11/0510:44:43.4682;12.5026;undeuxtroisquatrecinq;0304/12/0500:00:00.4681;Y;17026
