id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
4034;Lee Stairworks and Carpentry,;1547 Vine;5;13;27/12/1985 02:53;66848;25730.494
4233;Lee Stairworks and Carpentry,;77 Blackhawk Rd;7;28;02/02/1975 19:07;16220;10865.716
4446;Lee Stairworks and Carpentry,;3385 University Ave.;46;48;16/01/1985 21:47;49655;39820.098
4449;Lee Stairworks and Carpentry,;629 Kincaid Ave.;35;9;08/09/2000 18:33;81300;87583.77
4553;Lee Stairworks and Carpentry,;1575 Oak Ave.  Apt. 2C;11;27;20/10/2002 10:35;73320;56960.62
4606;Lee Stairworks and Carpentry,;1660 Park Ave.;41;37;24/09/1970 13:28;73693;69814.59
4615;Lee Stairworks and Carpentry,;1235 Easton Rd.;7;41;26/03/2001 20:55;6332;39634.38
4990;Lee Stairworks and Carpentry,;244 Briar Ln;14;2;23/08/2000 01:40;53742;55700.76
11;Lennox Air Pollution Control;4522 N. Greenview Apt. 1B;48;35;20/07/1987 07:13;23992;93520.12
308;Lennox Air Pollution Control;750 Homewood Ave.;27;33;15/11/1983 16:00;88532;70332.61
334;Lennox Air Pollution Control;929 Brittany Ave.;10;39;05/05/2004 00:07;71256;37352.832
339;Lennox Air Pollution Control;872 Virginia Rd.;24;21;24/09/1989 01:27;92828;87398.91
340;Lennox Air Pollution Control;1839 McCraren Rd.;45;7;22/11/2002 21:20;54565;34027.426
465;Lennox Air Pollution Control;244 Briar Ln;46;48;11/03/1983 03:07;44014;69155.48
588;Lennox Air Pollution Control;726 White Oaks Ave.;25;8;23/08/2003 20:35;72926;12760.7
636;Lennox Air Pollution Control;1714 Clifton Rd.;6;24;22/06/1994 05:40;93594;9390.339
731;Lennox Air Pollution Control;629 Kincaid Ave.;44;42;04/10/1986 17:28;23196;33384.78
1009;Lennox Air Pollution Control;1658 Second St.;13;41;13/12/2002 00:27;83968;57950.9
1625;Lennox Air Pollution Control;2644 Princeton Ln.;44;31;24/08/2005 12:20;16750;41866.027
1830;Lennox Air Pollution Control;38976 Forest View Rd.;31;32;06/02/1985 08:42;56376;64884.066
1838;Lennox Air Pollution Control;456 Groverland Ave.;46;43;06/08/2000 09:40;14152;34080.516
2029;Lennox Air Pollution Control;425 Lake Ave.;30;44;20/06/1971 11:00;66744;23718.016
2337;Lennox Air Pollution Control;313 Grove Ave.;7;20;23/09/1990 15:27;35700;16780.367
2417;Lennox Air Pollution Control;581 Hill St. Apt. 234;50;15;16/06/1971 14:35;90120;48694.227
2526;Lennox Air Pollution Control;1535 Knollwood Drive;24;8;21/10/1971 22:08;67936;2000.1072
2535;Lennox Air Pollution Control;139 Bay Colony Dr.;34;24;14/08/2004 08:08;27996;5825.556
3442;Lennox Air Pollution Control;22 Clay rd.;30;41;02/01/2007 01:07;10722;41555.445
3651;Lennox Air Pollution Control;662 Lyons Circle;49;17;08/09/2007 17:02;5852;23984.873
3779;Lennox Air Pollution Control;1575 Oakwood Ave.;19;43;30/06/1978 14:07;83772;69460.76
3872;Lennox Air Pollution Control;785 Highland place;36;13;06/12/2006 06:13;57618;48436.203
4144;Lennox Air Pollution Control;1714 Clifton Rd.;1;23;17/02/2000 19:22;54353;50164.723
4296;Lennox Air Pollution Control;574 Chicago Ave.;35;19;19/12/1994 01:20;44290;29236.703
4320;Lennox Air Pollution Control;1715 Chicago Ave.;35;33;09/12/2004 04:42;62840;69636.484
4358;Lennox Air Pollution Control;35 Glenlake Dr.;6;19;23/04/2005 07:47;32141;75832.93
4374;Lennox Air Pollution Control;628 Orwenstensia;35;7;30/11/2002 06:53;82192;34945.113
4410;Lennox Air Pollution Control;1245 Eastwood;7;48;22/01/1993 10:53;73948;11568.851
4447;Lennox Air Pollution Control;1126 Hillcrest Ave;48;13;17/12/1980 00:13;51200;53296.03
4464;Lennox Air Pollution Control;1859 Green Bay Rd.;46;21;13/05/2000 12:48;64120;51950.56
4549;Lennox Air Pollution Control;785 Highland place;12;10;12/01/1980 21:20;4980;16820.295
4655;Lennox Air Pollution Control;1714 Clifton Rd.;25;40;21/09/1978 05:27;90272;87728.94
4977;Lennox Air Pollution Control;600 Central Ave;20;31;11/06/2001 16:20;95760;34015.45
342;Libra & Sons;245 Oakridge Ave.;7;5;13/06/2005 18:07;45629;28384.35
413;Libra & Sons;77 Blackhawk Rd;10;10;22/12/1987 08:27;54142;22488.703
529;Libra & Sons;629 Kincaid Ave.;39;39;06/09/1990 23:27;51038;77993.96
844;Libra & Sons;788 Tennyson Ave.;32;10;05/07/1989 01:00;82696;30336.436
1396;Libra & Sons;225 Jeffrys Place;15;48;06/03/1996 15:48;35712;73904.21
1738;Libra & Sons;1679 McCraren;19;3;03/05/2002 16:20;76190;29664.666
1814;Libra & Sons;1715 Chicago Ave.;6;25;09/06/1998 14:47;16760;55530.293
1840;Libra & Sons;1019 Deerfield Rd.;17;2;29/06/1993 05:15;5322;9228.2
1998;Libra & Sons;1658 Second St.;41;47;03/02/2001 15:07;95528;80563.836
2285;Libra & Sons;368 Woodland Rd.;11;48;30/12/1987 01:48;19472;23630.256
2823;Libra & Sons;917 Fairview Ave.  Apt. 982;12;19;17/04/2007 09:53;33664;64448.812
3038;Libra & Sons;21 Lakeview Terrace #2312;42;20;30/04/1975 15:27;57738;15016.13
3685;Libra & Sons;2479 Woodridge Drive;31;4;20/01/1996 08:42;71614;98856.164
4115;Libra & Sons;673 Calais Drive;5;21;27/06/1970 03:00;4345;30356.559
4676;Libra & Sons;969 Saxony Drive;41;29;07/09/2002 23:53;18554;74010.125
4786;Libra & Sons;1799 Rosemary Way;40;7;27/11/2006 04:00;18122;78939.69
4839;Libra & Sons;1715 Chicago Ave.;3;30;14/01/1996 13:48;90316;12224.87
5000;Libra & Sons;2632 Prarie Ln.;27;1;31/08/1997 05:00;76000;2642.1877
109;Lickmen Restoration;1912 Old Briar Lane #2;23;44;22/11/2000 06:27;14608;27300.357
151;Lickmen Restoration;1875 Roger Williams Ave.;9;10;17/01/1980 23:33;63304;14949.653
159;Lickmen Restoration;1101 Deerfield Place;44;11;30/04/2004 09:00;35296;28400.965
233;Lickmen Restoration;4522 N. Greenview Apt. 1B;12;13;07/12/2004 06:13;93677;8756.053
475;Lickmen Restoration;3148 cottonwood Ct.;45;50;04/02/1994 22:13;20816;15218.089
517;Lickmen Restoration;3059 Priscilla Court;37;19;10/02/2000 21:35;16760;55670.016
676;Lickmen Restoration;12 Craven Way;16;15;24/07/2002 00:35;79338;31200.465
860;Lickmen Restoration;1235 Easton Rd.;40;43;15/07/2006 06:33;86162;40432.977
991;Lickmen Restoration;1575 Oakwood Ave.;23;44;17/07/2000 00:47;69136;99328.55
999;Lickmen Restoration;1875 Roger Williams Ave.;9;2;17/11/2005 22:42;90728;42004.848
1045;Lickmen Restoration;1235 Easton Rd.;27;39;04/09/1972 14:07;89108;86956.3
1106;Lickmen Restoration;839 Burton Ave;21;14;19/03/2004 16:00;27310;88454.0
1310;Lickmen Restoration;746 Judson Place;26;46;16/08/2000 05:27;9620;49650.223
1422;Lickmen Restoration;1019 Deerfield Rd.;2;45;07/07/2000 21:28;30680;89621.46
1424;Lickmen Restoration;643 De Temple Rd.;6;9;20/06/1989 16:33;2640;45388.01
1667;Lickmen Restoration;632 Roger Williams;39;6;17/02/1971 08:28;43810;80366.75
1672;Lickmen Restoration;3901 Chester Ave. Apt. 3C;5;35;27/12/2003 07:47;42763;34130.996
1782;Lickmen Restoration;1482 Concorde Circle;9;19;01/03/2005 08:55;57600;74892.73
2237;Lickmen Restoration;59 Cordon Terr.;41;39;09/05/1986 13:55;6855;70618.85
2664;Lickmen Restoration;3148 cottonwood Ct.;40;1;10/02/2001 14:42;10491;62383.684
2917;Lickmen Restoration;367Bluebird Terr.;19;41;03/04/2007 12:33;10689;34740.766
3151;Lickmen Restoration;406 Trinity Ct.;27;46;28/12/1986 04:15;69120;64775.44
3294;Lickmen Restoration;1954 First St.;25;17;09/04/1980 03:47;4432;29515.89
3329;Lickmen Restoration;1 Twin Oaks Place;25;37;09/11/2001 10:00;14688;28835.582
3652;Lickmen Restoration;1436 Waverly Rd.;13;6;16/10/1992 02:47;92302;47465.56
3891;Lickmen Restoration;1912 Old Briar Lane #2;15;23;14/02/1987 11:20;80005;3970.5781
3920;Lickmen Restoration;1126 Hillcrest Ave;7;7;07/10/1996 23:28;14862;6284.5474
3933;Lickmen Restoration;785 Highland place;33;9;13/01/1996 19:07;92580;96796.26
4383;Lickmen Restoration;135 Lakewood place;18;35;25/11/1987 17:33;41434;45884.613
4663;Lickmen Restoration;1907 S. Prospect Ave.;5;12;12/01/1972 21:33;97492;70640.52
674;Lidhal design Corp.;1658 Second St.;48;26;20/08/1990 05:42;97692;13312.113
986;Lidhal design Corp.;465 Stratford Rd.;47;14;16/12/1972 04:15;92320;50040.887
992;Lidhal design Corp.;12 Walker Ave.;6;45;22/02/1994 23:33;24220;86288.83
1027;Lidhal design Corp.;38976 Forest View Rd.;49;6;18/01/2002 07:33;52020;21154.752
1439;Lidhal design Corp.;616 Cobblestone Cir.;41;36;11/11/2002 07:33;33148;62392.285
1441;Lidhal design Corp.;785 Highland place;33;42;05/11/2002 23:33;66390;29679.549
1463;Lidhal design Corp.;1954 First St.;15;40;26/03/1974 10:55;5725;4396.028
1882;Lidhal design Corp.;2936 Arlington Ave.;42;33;09/11/1993 15:47;80320;97824.16
1949;Lidhal design Corp.;917 Fairview Ave.  Apt. 982;4;50;21/08/2000 08:20;65934;22725.695
2075;Lidhal design Corp.;2032 Northbrook Ct.;49;7;02/01/1986 05:22;59972;24256.68
2282;Lidhal design Corp.;3100 Trailer Way;7;33;02/02/1992 10:42;30566;9928.054
2354;Lidhal design Corp.;225 Jeffrys Place;40;27;18/10/1972 13:40;72301;55303.137
2471;Lidhal design Corp.;456 Groverland Ave.;28;11;19/06/1982 10:35;11294;58052.258
2650;Lidhal design Corp.;220 Vine Ave.;44;34;18/12/1987 21:07;23617;40208.64
3016;Lidhal design Corp.;225 Jeffrys Place;34;34;10/06/1989 06:33;34108;83530.2
3146;Lidhal design Corp.;899 Harvard Ct;30;41;19/02/2000 00:02;56394;58342.39
3187;Lidhal design Corp.;1233 Arbor Rd.;50;47;17/03/2003 02:15;31534;88446.28
3202;Lidhal design Corp.;872 Virginia Rd.;43;7;29/06/1998 07:00;40000;94480.8
4002;Lidhal design Corp.;1337 Cavell Ave.;43;9;21/10/1993 11:40;65376;58136.945
4357;Lidhal design Corp.;3160 Summit Ave.;28;9;14/01/1992 03:33;1479;98120.086
4399;Lidhal design Corp.;2632 Prarie Ln.;39;4;22/12/1970 07:47;44651;50283.652
4491;Lidhal design Corp.;12 Broadview Lane;15;16;26/10/2004 18:33;39244;27596.604
4495;Lidhal design Corp.;218 Oakridge Ave.;49;35;16/03/1994 14:15;77005;51140.434
4988;Lidhal design Corp.;937 Judson Ave.;40;11;11/03/2003 07:22;90512;80350.586
242;Loyal Order of Buffalo;1019 Deerfield Rd.;29;12;06/05/2006 21:00;45914;54463.227
381;Loyal Order of Buffalo;1777 balsamic Ave.;36;3;07/06/1974 02:20;99977;33656.547
554;Loyal Order of Buffalo;852 Sumac Rd.;16;41;13/09/1992 05:53;42248;49300.496
627;Loyal Order of Buffalo;512 Hill;24;35;12/08/1994 15:00;87977;9424.233
843;Loyal Order of Buffalo;844 Spruce St.;10;33;13/01/2005 18:53;94013;40800.64
1091;Loyal Order of Buffalo;4763 Blackhawk Rd.;39;5;02/09/1994 11:00;72732;6660.35
1178;Loyal Order of Buffalo;726 White Oaks Ave.;41;4;08/10/1972 03:40;71708;59993.984
1416;Loyal Order of Buffalo;673 Calais Drive;31;40;12/07/2000 07:13;88410;8850.526
1982;Loyal Order of Buffalo;2479 Woodridge Drive;49;47;10/06/2006 01:40;82000;75444.586
1983;Loyal Order of Buffalo;1126 Hillcrest Ave;13;15;17/10/2007 06:47;57136;43211.336
2313;Loyal Order of Buffalo;21 Lakeview Terrace #2312;16;15;29/03/1983 23:08;11897;75375.625
2397;Loyal Order of Buffalo;1270 Linden Ave.;43;17;21/03/1987 04:40;2016;22332.215
2522;Loyal Order of Buffalo;115 Pleasent Ave.;43;45;03/07/1980 00:08;97280;68528.555
2723;Loyal Order of Buffalo;4522 N. Greenview Apt. 1B;34;20;17/07/2004 16:48;15414;58164.387
2956;Loyal Order of Buffalo;2505 Allison ct.;5;5;22/09/1993 20:48;67840;61306.86
3036;Loyal Order of Buffalo;5518 Madison St.;37;18;03/07/1980 09:13;29602;45710.555
3087;Loyal Order of Buffalo;433 Burton Ave.;8;17;08/11/2002 14:55;94861;30745.469
3595;Loyal Order of Buffalo;12 Fort Sheriden Ave.;17;36;08/11/2003 08:02;54873;39700.42
3700;Loyal Order of Buffalo;225 Jeffrys Place;20;24;15/12/2007 06:27;44676;7124.4023
4133;Loyal Order of Buffalo;456 Grossman Ln.;44;10;22/04/2002 10:22;37742;16505.426
4761;Loyal Order of Buffalo;785 Highland place;24;23;17/01/2002 20:40;56096;28740.879
4963;Loyal Order of Buffalo;2510 Crain;47;16;29/01/2001 12:53;75838;37276.914
4989;Loyal Order of Buffalo;3059 Priscilla Court;21;12;14/06/2007 06:47;82464;60832.59
270;Lutz Soft Cloth Car Wash;937 Judson Ave.;21;3;12/10/1980 01:53;26720;47214.066
292;Lutz Soft Cloth Car Wash;242 Ashland Ave.;39;46;25/07/1975 07:00;21525;57008.492
367;Lutz Soft Cloth Car Wash;4259 W. Lake Ave.;17;25;24/05/1989 09:00;91248;77772.87
883;Lutz Soft Cloth Car Wash;1704 Ridgelee Rd;47;38;13/05/2004 17:55;57924;4505.0396
1058;Lutz Soft Cloth Car Wash;1619 Judson Ave. Apt #34B;44;7;27/08/1972 02:35;65365;50261.43
1246;Lutz Soft Cloth Car Wash;201-C Frontage Rd.;37;14;31/05/2000 13:00;31322;59849.41
1248;Lutz Soft Cloth Car Wash;671 Blackstone Ave.;19;8;08/04/1994 11:13;76960;56065.047
1470;Lutz Soft Cloth Car Wash;550 Sheridan;41;7;11/10/1974 13:42;5314;42272.402
1533;Lutz Soft Cloth Car Wash;1185 County line Rd.;26;13;30/08/2004 13:02;27472;11900.131
1614;Lutz Soft Cloth Car Wash;3478 Bryn Mawr St.;14;43;12/04/2001 23:55;75200;97551.73
1681;Lutz Soft Cloth Car Wash;218 Oakridge Ave.;33;5;21/11/1987 13:33;65521;10828.921
1735;Lutz Soft Cloth Car Wash;406 Trinity Ct.;42;27;09/12/2001 16:42;44416;75688.66
1793;Lutz Soft Cloth Car Wash;1920 Sunnyside Ave.;26;6;27/06/1978 21:28;28320;63520.46
2130;Lutz Soft Cloth Car Wash;430 Oakland Drive;46;23;25/09/2002 16:22;82052;13495.739
2136;Lutz Soft Cloth Car Wash;1915 Lewis Ln.  Apt 13;19;33;11/01/1972 17:47;75320;94736.21
2477;Lutz Soft Cloth Car Wash;1975 elmwood Circle;46;8;26/04/2004 20:40;91927;9750.051
2480;Lutz Soft Cloth Car Wash;218 Oakridge Ave.;27;28;07/05/2001 16:20;23713;18485.98
2711;Lutz Soft Cloth Car Wash;1915 Lewis Ln.  Apt 13;2;31;29/07/2006 20:07;10900;82304.81
2926;Lutz Soft Cloth Car Wash;1957 Huntington Ave.;46;19;07/11/1980 15:47;58230;91579.234
3041;Lutz Soft Cloth Car Wash;266 Green Bay Rd.;42;31;26/11/1974 19:48;81150;18692.578
3450;Lutz Soft Cloth Car Wash;865 Old Tall Tree Lane;11;43;21/03/2005 12:55;6122;95702.87
3528;Lutz Soft Cloth Car Wash;12 Fort Sheriden Ave.;48;4;13/03/1977 18:55;93625;62366.71
3561;Lutz Soft Cloth Car Wash;770 Exmoor Rd.;36;47;05/10/1992 16:47;78208;65716.86
3579;Lutz Soft Cloth Car Wash;10 Marquette Rd.;49;20;24/07/1993 08:47;94023;52457.76
4057;Lutz Soft Cloth Car Wash;242 Ashland Ave.;43;2;24/07/1980 23:55;90890;30850.945
4282;Lutz Soft Cloth Car Wash;456 Groverland Ave.;40;15;01/02/1980 13:33;94326;51215.777
4414;Lutz Soft Cloth Car Wash;1486 Oakwood;34;49;19/11/2000 22:53;92432;36750.406
4607;Lutz Soft Cloth Car Wash;3100 Trailer Way;10;13;17/09/2005 08:33;56576;2776.792
4731;Lutz Soft Cloth Car Wash;2678 Sheridan Rd.;33;14;27/05/1996 02:20;51130;47725.91
4778;Lutz Soft Cloth Car Wash;965 Marion Place Apt. 65C;37;39;10/05/1997 22:33;95872;52418.875
4782;Lutz Soft Cloth Car Wash;355 Golf Rd.;23;30;16/06/2000 11:27;52127;57088.08
4858;Lutz Soft Cloth Car Wash;505 N. Frances St.;49;36;10/08/2006 22:33;88335;23320.78
4957;Lutz Soft Cloth Car Wash;139 Bay Colony Dr.;41;30;05/04/2006 14:00;18930;75800.375
209;Mac Computer Warehouse;618 Sheriden rd.;12;30;06/04/2006 17:40;10750;13688.026
256;Mac Computer Warehouse;2024 St.Johns Ave.;7;39;08/07/2004 10:35;51018;99928.92
582;Mac Computer Warehouse;969 Saxony Drive;3;40;24/07/1990 07:13;38139;24117.398
682;Mac Computer Warehouse;1858 Balsam Way;1;17;28/03/2005 20:40;17088;86790.94
944;Mac Computer Warehouse;1912 Old Briar Lane #2;24;49;02/12/2005 00:13;5568;67408.414
974;Mac Computer Warehouse;4763 Blackhawk Rd.;18;42;27/06/2005 11:15;9565;3150.467
1278;Mac Computer Warehouse;1450 Harding Ave.;18;5;22/08/1987 20:47;94033;77296.62
1365;Mac Computer Warehouse;231 Sheriden Rd.;29;29;26/07/1983 21:40;27985;61966.266
1402;Mac Computer Warehouse;2045 St. johns Ave.;4;9;27/01/1977 15:35;73062;88079.3
1519;Mac Computer Warehouse;12 Craven Way;45;45;05/07/2006 12:47;28682;99270.33
1938;Mac Computer Warehouse;1245 Eastwood;11;49;04/12/2000 06:02;21580;32288.14
1961;Mac Computer Warehouse;12 Craven Way;29;30;15/05/1990 00:22;88500;77885.16
2063;Mac Computer Warehouse;3487 Green Bay Rd.;42;44;03/01/2000 23:33;17936;45368.34
2241;Mac Computer Warehouse;12 Walker Ave.;30;17;11/06/1999 12:20;23878;90754.83
2265;Mac Computer Warehouse;266 Green Bay Rd.;37;12;12/09/2002 22:48;11461;20672.127
2438;Mac Computer Warehouse;854 Woodbine;36;3;15/04/2004 06:53;86115;92663.83
2658;Mac Computer Warehouse;201-C Frontage Rd.;5;17;15/12/2006 16:27;88382;88520.164
2707;Mac Computer Warehouse;671 Blackstone Ave.;25;14;27/05/2000 07:42;33440;73866.9
2729;Mac Computer Warehouse;175 beech St.;45;5;23/03/2004 18:42;15248;46522.33
2744;Mac Computer Warehouse;12 Broadview Lane;14;44;06/04/2000 06:15;4248;55296.027
2844;Mac Computer Warehouse;1715 Chicago Ave.;49;17;11/05/1986 13:53;13776;51920.953
3186;Mac Computer Warehouse;1633 McGovern place;41;47;15/03/2005 10:27;20030;92428.195
3402;Mac Computer Warehouse;839 Burton Ave;37;27;23/11/1980 04:00;31719;32015.297
3457;Mac Computer Warehouse;3181 Barkwood Ct.;25;2;28/11/1993 15:20;69284;90280.05
3527;Mac Computer Warehouse;2644 Princeton Ln.;28;50;13/06/1989 08:48;79942;73500.11
3607;Mac Computer Warehouse;750 Homewood Ave.;14;31;02/04/1977 03:33;22526;4973.33
3983;Mac Computer Warehouse;201-C Frontage Rd.;25;26;21/03/1982 02:55;15381;99280.09
4501;Mac Computer Warehouse;1907 S. Prospect Ave.;29;41;03/11/1996 13:22;95478;15799.258
4566;Mac Computer Warehouse;1701 W. Mellody Rd.;41;48;17/02/1975 20:13;96872;4773.403
4662;Mac Computer Warehouse;2024 St.Johns Ave.;5;10;09/08/1980 21:13;27440;86880.05
4732;Mac Computer Warehouse;14836 W. River Oaks Dr.;10;7;02/03/1993 19:20;68096;77906.38
4749;Mac Computer Warehouse;965 Marion Place Apt. 65C;34;42;26/01/1977 04:13;12872;34751.453
65;Mail Boxes Et. Al.;1859 Green Bay Rd.;30;7;17/02/2001 08:53;16029;78020.445
185;Mail Boxes Et. Al.;22 Clay rd.;48;7;18/02/2002 04:28;42816;77500.99
226;Mail Boxes Et. Al.;965 Marion Place Apt. 65C;33;17;03/03/2004 02:02;50440;38724.867
309;Mail Boxes Et. Al.;266 Green Bay Rd.;43;2;28/02/1999 11:07;79788;93273.97
343;Mail Boxes Et. Al.;3344 Beachwood Ln.;33;10;17/02/1986 04:53;48602;90915.75
498;Mail Boxes Et. Al.;807 Old Trail Rd.;36;2;31/05/2001 21:15;11636;91944.32
771;Mail Boxes Et. Al.;456 Groverland Ave.;14;37;04/11/2001 18:53;64740;73966.24
819;Mail Boxes Et. Al.;1155 Ridgewood Drive;3;43;15/10/2004 01:27;45360;9980.122
965;Mail Boxes Et. Al.;115 Pleasent Ave.;42;30;10/08/2002 18:20;83585;88600.57
1093;Mail Boxes Et. Al.;1715 Chicago Ave.;43;33;20/07/1985 10:33;20987;91820.336
1109;Mail Boxes Et. Al.;1770 first St.;25;37;28/08/2006 18:20;54256;9880.488
1380;Mail Boxes Et. Al.;12 Broadview Lane;42;1;28/04/2006 01:53;84084;74716.27
1451;Mail Boxes Et. Al.;1486 Old Deerfield Rd.;47;44;17/04/1982 02:53;61475;55548.234
1455;Mail Boxes Et. Al.;3385 University Ave.;43;14;07/03/1989 18:53;9621;54525.516
1603;Mail Boxes Et. Al.;1547 Knolwood Rd.;20;18;03/03/1978 19:07;49224;89807.71
1714;Mail Boxes Et. Al.;367Bluebird Terr.;13;50;14/10/1971 04:47;44700;64016.887
1794;Mail Boxes Et. Al.;242 Ashland Ave.;2;8;25/05/2001 18:47;76475;75482.84
1878;Mail Boxes Et. Al.;965 Marion Place Apt. 65C;44;29;13/05/1971 06:20;13930;4234.912
1955;Mail Boxes Et. Al.;1839 McCraren Rd.;5;20;05/04/2005 06:27;2637;73064.64
2137;Mail Boxes Et. Al.;937 Judson Ave.;16;14;13/02/1975 05:07;64120;34936.203
2588;Mail Boxes Et. Al.;225 Jeffrys Place;34;9;20/01/2000 23:08;87112;43504.12
2606;Mail Boxes Et. Al.;2936 Arlington Ave.;33;26;09/12/1992 00:13;74012;21360.615
2975;Mail Boxes Et. Al.;35 Glenlake Dr.;43;41;30/09/1970 00:47;37415;28707.883
2991;Mail Boxes Et. Al.;2024 St.Johns Ave.;14;33;27/08/2001 06:07;89512;36420.598
3051;Mail Boxes Et. Al.;1233 Arbor Rd.;36;41;22/04/1975 12:00;62282;75490.92
3097;Mail Boxes Et. Al.;38976 Forest View Rd.;48;33;01/06/1970 04:47;28806;17993.316
3148;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;32;37;30/06/1999 00:47;55416;19675.102
3189;Mail Boxes Et. Al.;1575 Oak Ave.  Apt. 2C;10;4;13/08/1992 18:35;5371;77095.625
3248;Mail Boxes Et. Al.;1619 Judson Ave. Apt #34B;48;16;04/09/2005 15:00;97644;60740.633
3335;Mail Boxes Et. Al.;1550 Ridge Rd.;34;2;04/04/1994 23:53;6500;41320.168
3377;Mail Boxes Et. Al.;1860 Parkside Ln.;6;16;10/03/1975 16:13;61630;16279.246
3399;Mail Boxes Et. Al.;1882 St. Johns;10;11;31/10/1975 04:00;84324;98520.87
3653;Mail Boxes Et. Al.;2148 Eastview Dr.;33;39;29/07/1989 15:55;28704;36818.49
4270;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;35;25;29/09/2000 19:13;98688;24532.574
4434;Mail Boxes Et. Al.;788 Tennyson Ave.;16;17;22/01/1977 05:47;34168;80712.12
4507;Mail Boxes Et. Al.;1287 Glencoe Ave.;12;1;12/07/2005 16:33;94925;33400.707
4640;Mail Boxes Et. Al.;2112 Ravine Drive;50;14;21/05/2002 19:42;95447;52448.14
4650;Mail Boxes Et. Al.;2112 Ravine Drive;50;14;21/05/2002 19:42;95447;52448.14
144;Maintence Services of Maine;1658 Second St.;35;26;16/12/1989 16:02;2253;67904.22
285;Maintence Services of Maine;2479 Woodridge Drive;21;20;02/04/2002 00:15;19288;63360.68
453;Maintence Services of Maine;22 Clay rd.;44;32;22/11/2005 06:53;64444;8408.493
501;Maintence Services of Maine;1450 Harding Ave.;8;50;12/01/1983 13:48;51033;26522.6
601;Maintence Services of Maine;917 Fairview Ave.  Apt. 982;12;22;20/01/1999 02:40;98580;79228.79
629;Maintence Services of Maine;669 Kikaid;43;6;17/12/1983 09:07;35735;20230.654
793;Maintence Services of Maine;1185 County line Rd.;30;18;06/08/1974 23:27;27467;84080.125
1089;Maintence Services of Maine;1750 Lily Court;11;4;14/01/2005 01:48;24277;85420.87
1221;Maintence Services of Maine;2148 Eastview Dr.;24;44;24/02/1983 18:40;29754;74996.17
1226;Maintence Services of Maine;770 Exmoor Rd.;21;12;14/01/1993 16:02;95952;85795.73
1337;Maintence Services of Maine;632 Roger Williams;21;48;29/08/2003 15:28;18955;1096.1582
1423;Maintence Services of Maine;812 North Ave.;41;18;15/08/1990 07:00;66750;90489.35
1456;Maintence Services of Maine;1065 Hillcrest Circle;50;22;06/05/2004 03:53;34752;1640.6581
1669;Maintence Services of Maine;1287 Glencoe Ave.;7;33;10/11/1994 20:40;96416;46120.742
1721;Maintence Services of Maine;673 Calais Drive;7;28;04/07/1989 04:48;74214;25354.348
1819;Maintence Services of Maine;4763 Blackhawk Rd.;31;45;30/09/2004 19:02;41236;17529.861
1965;Maintence Services of Maine;135 Lakewood place;33;4;18/02/2002 04:28;26039;4420.032
2348;Maintence Services of Maine;3148 cottonwood Ct.;41;41;17/08/1975 10:33;99140;10516.5
2394;Maintence Services of Maine;4763 Blackhawk Rd.;31;15;02/04/1989 23:40;84092;25352.785
2395;Maintence Services of Maine;2032 Northbrook Ct.;16;35;07/09/1977 18:07;11759;45400.44
2429;Maintence Services of Maine;5518 Madison St.;3;42;17/03/1990 07:47;88161;87595.36
2486;Maintence Services of Maine;1547 Vine;46;46;28/09/1971 18:35;98926;42150.695
2705;Maintence Services of Maine;788 Tennyson Ave.;21;30;07/09/1982 07:15;12672;25268.13
2804;Maintence Services of Maine;512 Hill;26;1;10/09/2003 08:22;51059;93956.38
2990;Maintence Services of Maine;220 Vine Ave.;18;8;18/01/1980 07:08;77444;59768.46
3161;Maintence Services of Maine;1859 Green Bay Rd.;11;18;26/04/1977 11:53;66700;85602.48
3859;Maintence Services of Maine;135 Lakewood place;12;23;12/08/2005 11:27;19136;76893.79
3898;Maintence Services of Maine;3901 Chester Ave. Apt. 3C;32;24;22/02/1985 22:40;90135;57987.684
3929;Maintence Services of Maine;1975 elmwood Circle;16;7;19/12/1972 15:35;20842;94556.99
4281;Maintence Services of Maine;3148 cottonwood Ct.;6;4;24/12/2001 17:48;48371;23690.275
4300;Maintence Services of Maine;550 Sheridan;41;13;02/11/1971 10:55;44850;45159.945
4318;Maintence Services of Maine;2510 Crain;25;47;29/05/1977 14:20;48772;87696.15
4387;Maintence Services of Maine;2600 Winsor Mall;11;49;25/01/1978 07:07;84480;23250.158
4678;Maintence Services of Maine;2505 Allison ct.;33;29;28/10/2005 06:53;14249;13650.371
4754;Maintence Services of Maine;746 Judson Place;4;15;24/01/1980 11:07;79443;31550.408
4869;Maintence Services of Maine;175 beech St.;32;10;27/06/2001 01:00;79126;34050.684
149;Marcy Elaine Bakery;1750 Lily Court;45;15;03/11/1982 19:33;11496;88953.16
155;Marcy Elaine Bakery;430 Oakland Drive;26;6;23/08/2002 13:42;66458;29281.682
248;Marcy Elaine Bakery;367Bluebird Terr.;45;15;04/12/1983 23:08;95840;92544.69
520;Marcy Elaine Bakery;852 Sumac Rd.;39;32;20/05/2001 00:48;99200;67202.75
576;Marcy Elaine Bakery;456 Grossman Ln.;44;7;16/07/2000 11:13;31306;98432.836
