sequence,now,first,second,third,fourth,fifth
5002,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17346
5003,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17347
5004,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17348
5005,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17349
5006,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17350
5007,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17351
5008,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17352
5009,2007/11/0510:44:43.500,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17353
5010,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.500,Y,17354
5011,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17355
5012,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17356
5013,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17357
5014,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17358
5015,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17359
5016,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17360
5017,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17361
5018,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17362
5019,2007/11/0510:44:43.501,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17363
5020,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.501,Y,17364
5021,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17365
5022,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17366
5023,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17367
5024,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17368
5025,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17369
5026,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17370
5027,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17371
5028,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17372
5029,2007/11/0510:44:43.502,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17373
5030,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.502,Y,17374
5031,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17375
5032,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17376
5033,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17377
5034,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17378
5035,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17379
5036,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17380
5037,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17381
5038,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17382
5039,2007/11/0510:44:43.503,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17383
5040,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.503,Y,17384
5041,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17385
5042,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17386
5043,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17387
5044,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17388
5045,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17389
5046,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17390
5047,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17391
5048,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17392
5049,2007/11/0510:44:43.504,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17393
5050,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.504,Y,17394
5051,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17395
5052,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17396
5053,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17397
5054,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17398
5055,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17399
5056,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17400
5057,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17401
5058,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17402
5059,2007/11/0510:44:43.505,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17403
5060,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.505,Y,17404
5061,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17405
5062,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17406
5063,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17407
5064,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17408
5065,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17409
5066,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17410
5067,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17411
5068,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17412
5069,2007/11/0510:44:43.506,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17413
5070,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.506,Y,17414
5071,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17415
5072,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17416
5073,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17417
5074,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17418
5075,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17419
5076,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17420
5077,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17421
5078,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17422
5079,2007/11/0510:44:43.507,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17423
5080,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.507,Y,17424
5081,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17425
5082,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17426
5083,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17427
5084,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17428
5085,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17429
5086,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17430
5087,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17431
5088,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17432
5089,2007/11/0510:44:43.508,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17433
5090,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.508,Y,17434
5091,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17435
5092,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17436
5093,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17437
5094,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17438
5095,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17439
5096,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17440
5097,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17441
5098,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17442
5099,2007/11/0510:44:43.509,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17443
5100,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.509,Y,17444
5101,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17445
5102,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17446
5103,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17447
5104,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17448
5105,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17449
5106,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17450
5107,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17451
5108,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17452
5109,2007/11/0510:44:43.510,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17453
5110,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.510,Y,17454
5111,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17455
5112,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17456
5113,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17457
5114,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17458
5115,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17459
5116,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17460
5117,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17461
5118,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17462
5119,2007/11/0510:44:43.511,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17463
5120,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.511,Y,17464
5121,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17465
5122,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17466
5123,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17467
5124,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17468
5125,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17469
5126,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17470
5127,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17471
5128,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17472
5129,2007/11/0510:44:43.512,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17473
5130,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.512,Y,17474
5131,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17475
5132,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17476
5133,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17477
5134,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17478
5135,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17479
5136,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17480
5137,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17481
5138,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17482
5139,2007/11/0510:44:43.513,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17483
5140,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.513,Y,17484
5141,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17485
5142,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17486
5143,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17487
5144,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17488
5145,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17489
5146,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17490
5147,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17491
5148,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17492
5149,2007/11/0510:44:43.514,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17493
5150,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.514,Y,17494
5151,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17495
5152,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17496
5153,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17497
5154,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17498
5155,2007/11/0510:44:43.515,12.5,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17499
5156,2007/11/0510:44:43.515,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17500
5157,2007/11/0510:44:43.515,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17501
5158,2007/11/0510:44:43.515,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17502
5159,2007/11/0510:44:43.515,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17503
5160,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.515,Y,17504
5161,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17505
5162,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17506
5163,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17507
5164,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17508
5165,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17509
5166,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17510
5167,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17511
5168,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17512
5169,2007/11/0510:44:43.516,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17513
5170,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.516,Y,17514
5171,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17515
5172,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17516
5173,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17517
5174,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17518
5175,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17519
5176,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17520
5177,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17521
5178,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17522
5179,2007/11/0510:44:43.517,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17523
5180,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.517,Y,17524
5181,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17525
5182,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17526
5183,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17527
5184,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17528
5185,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17529
5186,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17530
5187,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17531
5188,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17532
5189,2007/11/0510:44:43.518,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17533
5190,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.518,Y,17534
5191,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17535
5192,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17536
5193,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17537
5194,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17538
5195,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17539
5196,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17540
5197,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17541
5198,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17542
5199,2007/11/0510:44:43.519,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17543
5200,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.519,Y,17544
5201,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17545
5202,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17546
5203,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17547
5204,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17548
5205,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17549
5206,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17550
5207,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17551
5208,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17552
5209,2007/11/0510:44:43.520,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17553
5210,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.520,Y,17554
5211,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17555
5212,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17556
5213,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17557
5214,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17558
5215,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17559
5216,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17560
5217,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17561
5218,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17562
5219,2007/11/0510:44:43.521,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17563
5220,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.521,Y,17564
5221,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17565
5222,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17566
5223,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17567
5224,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17568
5225,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17569
5226,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17570
5227,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17571
5228,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17572
5229,2007/11/0510:44:43.522,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17573
5230,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.522,Y,17574
5231,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17575
5232,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17576
5233,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17577
5234,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17578
5235,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17579
5236,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17580
5237,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17581
5238,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17582
5239,2007/11/0510:44:43.523,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17583
5240,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.523,Y,17584
5241,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17585
5242,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17586
5243,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17587
5244,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17588
5245,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17589
5246,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17590
5247,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17591
5248,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17592
5249,2007/11/0510:44:43.524,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17593
5250,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.524,Y,17594
5251,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.525,Y,17595
5252,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.525,Y,17596
5253,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.525,Y,17597
5254,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.525,Y,17598
5255,2007/11/0510:44:43.525,12.6,undeuxtroisquatrecinq,0304/12/0500:00:00.525,Y,17599
